Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Ferroalloy Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Zinc Production,Municipal Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? 
1004377,110043803578,121 REGIONAL DISPOSAL FACILITY,MELISSA,TX,75454,3820 SAM RAYBURN HIGHWAY,COLLIN COUNTY,33.29857,-96.53586,562212,HH,Waste,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,N,N,N
1000112,110019827286,23rd and 3rd,BROOKLYN,NY,11232,730 3rd Avenue,Kings,40.663,-74,221112,"C,D",Power Plants,"82,959.74","82,875.90",38.25,45.59,,,,,,,,,,362.80,"82,596.94",,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006394,,29-6 #2 Central Delivery Point,Blanco,NM,87412,,Rio Arriba,36.7452,-107.4455,213112,C (Abbr),Petroleum and Natural Gas Systems,"25,176.66","25,150.90",11.75,14.01,,,,,,,,,,"25,176.66",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002885,,30-5 Central Delivery Point Compressor Station,Aztec,NM,87410,,Rio Arriba,36.8118,-107.4036,213112,C (Abbr),Petroleum and Natural Gas Systems,"38,883.20","38,843.20",18.25,21.75,,,,,,,,,,"38,883.20",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002707,,31-6 Central Delivery Point,BLOOMFIELD,NM,87413,,Rio Arriba,36.8363,-107.4199,213112,C (Abbr),Petroleum and Natural Gas Systems,"63,884.36","63,818.60",30.00,35.76,,,,,,,,,,"63,884.36",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003742,110010392887,31st Street Landfill,WESTCHESTER,IL,60154,11700 W 31ST ST,DUPAGE,41.83491,-87.91633,562212,HH,Waste,"12,869.00",,"12,869.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,869.00",N,N,N
1002718,110043815725,32-7 Central Delivery Point,BLANCO,NM,87412,,SAN JUAN,36.9313,-107.5604,213112,C (Abbr),Petroleum and Natural Gas Systems,"56,478.59","56,420.50",26.50,31.59,,,,,,,,,,"56,478.59",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002721,110070081839,32-8 #2 CDP COMPRESSOR STATION,BLANCO,NM,87412,,SAN JUAN,36.9569,-107.6631,213112,C (Abbr),Petroleum and Natural Gas Systems,"55,075.09","55,018.10",26.00,30.99,,,,,,,,,,"55,075.09",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003188,110000599273,3M BROWNWOOD,BROWNWOOD,TX,76801,4501 HIGHWAY 377 SOUTH,BROWN COUNTY,31.671177,-98.996513,326113,"C,N",Minerals,"36,879.41","36,841.60",17.25,20.56,,,,,,,,,,"36,671.91",,,,,,,207.50,,,,,,,,,,,,,,,,,N,N,N
1005043,110035810799,3M CO,MAPLEWOOD,MN,55144,,RAMSEY COUNTY,44.951,-92.9959,541712,C,Other,"75,803.06","75,737.30",30.00,35.76,,,,,,,,,,"75,803.06",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003739,110000589159,3M CO - GUIN,GUIN,AL,35563,6675 US HIGHWAY 43,MARION,33.96672,-87.899855,326113,"C,N",Minerals,"28,750.00","28,721.50",13.00,15.50,,,,,,,,,,"27,638.80",,,,,,,"1,111.20",,,,,,,,,,,,,,,,,N,N,N
1007698,110000421776,3M CO - WAUSAU DOWNTOWN,WAUSAU,WI,54401,144 ROSECRANS ST,MARATHON,44.95018,-89.63766,212313,C,Other,"26,048.55","26,021.70",12.25,14.60,,,,,,,,,,"26,048.55",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004206,110000367567,3M COMPANY,DECATUR,AL,35609,1400 STATE DOCKS RD.,MORGAN,34.641667,-87.038611,325211,"C,OO","Industrial Gas Suppliers,Other","50,947.46","50,894.30",24.25,28.91,,,,,,,,,,"50,947.46",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006665,110013886875,3M CORDOVA,CORDOVA,IL,61242,22614 ROUTE 84 NORTH,ROCK ISLAND,41.755,-90.284167,325998,"C,OO","Chemicals,Industrial Gas Suppliers","28,987.89","28,957.70",13.50,16.69,,,,,,,,,,"28,987.89",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004836,110000423667,3M Cottage Grove Center - Site,Cottage Grove,MN,55016,10746 Innovation Rd,WASHINGTON,44.789444,-92.908333,325998,"C,N,OO","Industrial Gas Suppliers,Minerals","44,522.61","44,423.20",41.00,58.41,,,,,,,,,"2,277.70","43,564.81",,,,,,,957.80,,,,,,,,,,,,,,,,,N,N,N
1003408,110040995199,3M INDUSTRIAL MINERAL PRODUCTS DIVISION,LITTLE ROCK,AR,72216,3110 WALTERS DRIVE,PULASKI,34.708919,-92.239492,333120,C,Other,"28,192.04","28,163.00",13.25,15.79,,,,,,,,,,"28,192.04",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004914,110000425059,3M MAGNETIC TAPE MANUFACTURING DIVISION,HUTCHINSON,MN,55350,905-915 ADAMS STREET SOUTHEAST,MCLEOD COUNTY,44.879677,-94.359598,322222,C,Pulp and Paper,"40,697.00","40,654.80",19.25,22.95,,,,,,,,,,"40,697.00",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004804,110000443805,3M NEVADA PLANT,NEVADA,MO,64772,2120 E. AUSTIN,VERNON,37.83442,-94.330397,326113,C,Other,"29,570.99","29,540.30",14.00,16.69,,,,,,,,,,"29,570.99",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001106,110040862527,48th Street Peaking Station,HOLLAND,MI,49423,491 E 48TH ST,Allegan,42.7553,-86.0853,221112,"C,D",Power Plants,"20,080.08","20,059.80",9.25,11.03,,,,,,,,,,32.30,"20,047.78",,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004680,110013945062,58TH ST LF (MAIN COUNTY LF),MIAMI,FL,33178,8831 NW 58TH ST,MIAMI-DADE COUNTY,25.82621,-80.340819,562212,HH,Waste,"112,945.50",,"112,945.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112,945.50",N,N,N
1000766,110019296509,59th Street,NEW YORK,NY,10019,850 12TH AVE,New York,40.7711,-73.9911,221330,C,Power Plants,"271,673.92","270,998.80",216.50,458.62,,,,,,,,,,"271,673.92",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007733,110041047505,69TH ST WWTP,HOUSTON,TX,77020,2525 SSGT MACARIO GARCIA DR,HARRIS COUNTY,29.75579,-95.29791,221320,C (Abbr),Other,"27,213.55","27,185.60",12.75,15.20,,,,,,,,,,"27,213.55",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000767,110019296527,74th Street,NEW YORK,NY,10021,506 E 75TH ST,New York,40.768,-73.9515,221330,C,Power Plants,"387,617.23","386,312.10",385.50,919.63,,,,,,,,,,"387,617.23",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001033,110044891150,A B Brown Generating Station,MOUNT VERNON,IN,47620,8511 WELBORN ROAD,Posey,37.9053,-87.715,221112,D,Power Plants,"2,188,497.22","2,171,148.90","6,348.25","11,000.07",,,,,,,,,,,"2,188,497.22",,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001607,110001245162,A B Paterson,NEW ORLEANS,LA,70126,5400 DWYER RD,Orleans,30.0158,-90.0258,221112,D,Power Plants,0.00,0.00,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005445,110000395938,AAP ST MARYS CORP,SAINT MARYS,OH,45885,1100 MCKINLEY RD.,AUGLAIZE COUNTY,40.55359,-84.3723,336399,C (Abbr),Other,"27,551.30","27,522.80",13.00,15.50,,,,,,,,,,"27,551.30",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002853,110017421226,ABBOTT NUTRITION,STURGIS,MI,49091,901 NORTH CENTERVILLE ROAD,ST. JOSEPH COUNTY,41.8095,-85.426,311514,C,Other,"27,764.02","27,694.20",27.50,42.32,,,,,,,,,,"27,764.02",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002983,110018042562,ABBOTT PARK FACILITY,ABBOTT PARK,IL,60064,100 ABBOTT PARK RD,LAKE,42.30227,-87.89065,325412,C (Abbr),Chemicals,"105,472.71","104,824.40",239.75,408.56,,,,,,,,,,"105,472.71",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007514,110007806188,ABBVIE LTD.,BARCELONETA,PR,00617,RD 2 KM 58.0,BARCELONETA,18.433237,-66.570509,325411,C,Chemicals,"117,314.53","116,917.80",117.50,279.23,,,,,,,,,,"117,314.53",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004511,110000366817,ABC COKE,TARRANT,AL,35217,ONE RAILROAD AVENUE,JEFFERSON,33.580769,-86.781281,331111,"C,Q",Metals,"208,846.00","208,821.00",25.00,,,,,,,,,,,"185,809.00",,,,,,,,,,"23,037.00",,,,,,,,,,,,,,N,N,N
1002047,110000428038,"ABE South Dakota, LLC - Aberdeen",Aberdeen,SD,57401,38469 133rd Street,BROWN COUNTY,45.459444,-98.5325,325193,C,Other,"79,648.24","79,564.90",37.75,45.59,,,,,,,,,238.10,"79,648.24",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002074,110024422622,"ABE South Dakota, LLC - Huron",HURON,SD,57350,694 W PARK AVE NW,BEADLE,44.374508,-98.253288,325193,C,Other,"4,568.73","4,563.80",2.25,2.68,,,,,,,,,,"4,568.73",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005353,110038367228,ABERDEEN ENERGY LLC,MINA,SD,57451,13435 370TH AVENUE,EDMUNDS,45.442417,-98.787139,325193,C,Other,"155,379.76","155,219.20",73.25,87.31,,,,,,,,,,"155,379.76",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006971,110064337123,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,APG,MD,21005,4304 Susquehanna Ave,HARFORD COUNTY,39.3954,-76.30773,928110,C (Abbr),Other,"54,666.70","54,571.60",35.50,59.60,,,,,,,,,,"54,666.70",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003091,110034769043,ABRAHAM COMPRESSOR STATION,CANADIAN,TX,79014,9835 US HWY 60,HEMPHILL,35.757778,-100.486433,211111,C (Abbr),Petroleum and Natural Gas Systems,"29,516.79","29,486.10",14.00,16.69,,,,,,,,,,"29,516.79",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002627,110027236621,ABSOLUTE ENERGY LLC,ST ANSGAR (MONA),IA,50472,1372 STATELINE ROAD,MITCHELL COUNTY,43.49951,-92.91709,325193,C,Other,"166,627.56","166,452.10",79.50,95.96,,,,,,,,,643.30,"166,627.56",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002685,,AC 857 A,Offshore,TX,00000,,,26.29555555,-94.89777777,211111,C,Petroleum and Natural Gas Systems,"54,024.55","53,920.40",36.50,67.65,,,,,,,,,,"54,024.55",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006529,110013921435,ACADIA PARISH POLICE JURY - ACADIA PARISH SANITARY LANDFILL,EGAN,LA,70531,611 PETAL RD,ACADIA PARISH,30.256038,-92.532637,562111,HH,Waste,"46,724.25",,"46,724.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,724.25",N,N,N
1004830,110000481924,ACE Cogeneration Company,Trona,CA,93562,12801 Mariposa Street,SAN BERNARDINO,35.7655,-117.3821,221112,C,Power Plants,"783,183.55","775,640.00","2,775.25","4,768.30",,,,,,,,,,"783,183.55",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004761,110013812918,ACE ETHANOL LLC,STANLEY,WI,54768,815 WEST MAPLE STREET,CHIPPEWA,44.9589,-90.9608,325193,"C,PP","Other,Suppliers of CO2","71,980.03","71,905.50",34.00,40.53,,,,,,,,,,"71,980.03",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005601,110007180709,ACME BRICK CO ELGIN PLANT,ELGIN,TX,78621,1776 OLD MCDADE RD,BASTROP COUNTY,30.32903,-97.29207,327121,C,Minerals,"27,547.00","27,547.00",,,,,,,,,,,,"27,547.00",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005046,110007177722,ACME GYPSUM FACILITY,QUANAH,TX,79252,4164 HIGHWAY 285,HARDEMAN COUNTY,34.323944,-99.818194,327420,C,Minerals,"28,163.04","28,134.00",13.25,15.79,,,,,,,,,,"28,163.04",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002731,110061855381,ADA COGENERATION,ADA,MI,49355,7575 FULTON STREET EAST,KENT,42.955455,-85.479053,221112,C,Power Plants,"110,926.43","110,811.90",52.25,62.28,,,,,,,,,,"110,926.43",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003422,110008978552,ADKINS ENERGY LLC,LENA,IL,61048,4350 WEST GALENA ROAD,STEPHENSON COUNTY,42.3586,-89.80342,325193,C (Abbr),Other,"67,146.30","67,076.70",31.75,37.85,,,,,,,,,,"67,146.30",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002154,110013325507,ADM - MANKATO,MANKATO,MN,56001,2019 3RD AVENUE,BLUE EARTH COUNTY,44.186805,-93.995493,311225,C,Other,"132,818.33","131,919.00",330.75,568.58,,,,,,,,,,"132,818.33",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006047,110010507503,ADM CORN PROCESSING,CEDAR RAPIDS,IA,52404,1350 WACONIA AVENUE SOUTHWEST,LINN,41.928594,-91.687203,311221,"C (Abbr),PP","Other,Suppliers of CO2","3,078,133.06","3,058,765.00","7,151.25","12,216.81",,,,,,,,,"96,078.00","3,078,133.06",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006208,110000415630,ADM CORN PROCESSING,CLINTON,IA,52732,1251 BEAVER CHANNEL PARKWAY,CLINTON,41.818117,-90.214731,311221,C (Abbr),Other,"1,510,150.89","1,494,640.00","5,705.50","9,805.39",,,,,,,,,"38,876.00","1,510,150.89",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001867,110000595035,ADM CORN PROCESSING,WALHALLA,ND,58282,12868 COUNTY ROAD 9,PEMBINA COUNTY,48.910797,-97.888743,325193,C (Abbr),Other,"85,646.97","85,153.70",182.75,310.52,,,,,,,,,,"85,646.97",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000034,110067425799,ADM MILLING COMPANY,DES MOINES,IA,50313,1935 EAST EUCLID AVENUE,POLK,41.626329,-93.583205,311222,C (Abbr),Other,"141,764.54","140,755.20",367.75,641.59,,,,,,,,,,"141,764.54",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000376,110040894761,ADM QUINCY,QUINCY,IL,62306,2100 GARDNER EXPRESSWAY,ADAMS,39.90565,-91.41015,311222,C (Abbr),Other,"186,738.51","185,445.00",475.50,818.01,,,,,,,,,,"186,738.51",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006080,110027360399,ADM SOUTHERN CELLULOSE PROD.IN,CHATTANOOGA,TN,37410,103 W 45TH ST,HAMILTON COUNTY,34.997921,-85.318581,322110,C (Abbr),Pulp and Paper,"28,791.59","28,762.00",13.50,16.09,,,,,,,,,,"28,791.59",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001991,110001300020,ADRIAN LANDFILL,ADRIAN,MI,49221,1970 N OGDEN HWY,LENAWEE,41.890683,-83.992445,562212,"C,HH",Waste,"75,991.00",36.00,"75,955.00",,,,,,,,,,,36.00,,,,,,,,,,,,,,,,,,,,,,,"75,955.00",N,N,N
1001633,110070081800,ADS-CEDAR HILL LANDFILL,RAGLAND,AL,35131,1319 NO BUSINESS CREEK ROAD,ST. CLAIR COUNTY,33.676247,-86.25444,562212,HH,Waste,"97,335.00",,"97,335.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97,335.00",N,N,N
1001636,110013947453,ADS-PECAN ROW-EVERGREEN LANDFILLS,VALDOSTA,GA,31601,2995 WETHERINGTON LANE,LOWNDES COUNTY,30.81425,-83.35981,562212,HH,Waste,"309,107.50",,"309,107.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"309,107.50",N,N,N
1006790,110040628559,ADS-STAR RIDGE LANDFILL,MOODY,AL,35004,3301 ACMAR ROAD,SAINT CLAIR,33.605845,-86.5201,562212,HH,Waste,"63,017.50",,"63,017.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,017.50",N,N,N
1002094,110034159005,ADS/MCLEAN COUNTY LANDFILL,BLOOMINGTON,IL,61704,2105 W OAKLAND AVE,MCLEAN,40.47046,-89.0377,562212,"C,HH",Waste,"17,136.30",13.80,"17,122.50",,,,,,,,,,,13.80,,,,,,,,,,,,,,,,,,,,,,,"17,122.50",N,N,N
1001845,110043581317,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,WISCONSIN RAPIDS,WI,54495,2510 ENGEL ROAD,WOOD,44.4093,-89.854855,562212,"C,HH",Waste,"25,777.95",28.70,"25,749.25",,,,,,,,,,,28.70,,,,,,,,,,,,,,,,,,,,,,,"25,749.25",N,N,N
1007212,110005509306,ADVANCED DISPOSAL EMERALD PARK LANDFILL LLC,MUSKEGO,WI,53132,W124 S10629 SOUTH 124TH STREET,WAUKESHA,42.849682,-88.07639,562212,"C,HH",Waste,"61,854.10",32.10,"61,822.00",,,,,,,,,,,32.10,,,,,,,,,,,,,,,,,,,,,,,"61,822.00",N,N,N
1007195,110040959558,ADVANCED DISPOSAL GLACIER RIDGE LANDFILL LLC,HORICON,WI,53032,N7296 HWY V,DODGE COUNTY,43.45953,-88.55413,562212,"C,HH",Waste,"43,495.48",6.90,"43,441.50",47.08,,,,,,,,,"13,099.00",74.23,,,,,,,,,,,,,,,,,,,,,,,"43,421.25",N,N,N
1001847,110001929600,"ADVANCED DISPOSAL HICKORY MEADOWS LANDFILL, LLC",HILBERT,WI,54129,W3105 SCHNEIDER RD,CALUMET,44.107451,-88.194894,562212,"C,HH",Waste,"53,864.20",11.70,"53,852.50",,,,,,,,,,,11.70,,,,,,,,,,,,,,,,,,,,,,,"53,852.50",N,N,N
1002038,110043795881,"ADVANCED DISPOSAL MALLARD RIDGE LANDFILL, INC",DELEVAN,WI,53115,W8470 STATE RD 11,WALWORTH,42.643578,-88.717968,562212,"C,HH",Waste,"76,381.10",11.10,"76,370.00",,,,,,,,,,,11.10,,,,,,,,,,,,,,,,,,,,,,,"76,370.00",N,N,N
1003038,110006726123,"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",MACON,MO,63552,31226 INTREPID ROAD,MACON COUNTY,39.7318,-92.53866,562212,"C,HH",Waste,"95,655.00",78.50,"95,576.50",,,,,,,,,,,78.50,,,,,,,,,,,,,,,,,,,,,,,"95,576.50",N,N,N
1006979,110017987589,ADVANCED DISPOSAL OAK RIDGE LANDFILL,BALWIN,MO,63021,1741 SULPHUR SPRING ROAD,ST. LOUIS COUNTY,38.549361,-90.530806,562212,HH,Waste,"29,895.00",,"29,895.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,895.00",N,N,N
1001637,110012142733,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,DAVIS JUNCTION,IL,61020,8290 HIGHWAY 251,OGLE,42.14,-89.085,562212,"C,HH",Waste,"186,317.80",57.80,"186,260.00",,,,,,,,,,,57.80,,,,,,,,,,,,,,,,,,,,,,,"186,260.00",N,N,N
1001843,110008808264,ADVANCED DISPOSAL ROLLING HILLS LANDFILL INC,BUFFALO,MN,55313,175 COUNTY ROAD 37 NE,WRIGHT COUNTY,45.24949,-93.87488,562212,"C,HH",Waste,"21,003.85",11.10,"20,992.75",,,,,,,,,,,11.10,,,,,,,,,,,,,,,,,,,,,,,"20,992.75",N,N,N
1006964,110016925274,ADVANCED DISPOSAL SEVEN MILE CREEK LANDFILL LLC,EAU CLAIRE,WI,54703,8001 OLSON DR,EAU CLAIRE,44.837534,-91.367144,562212,"C,HH",Waste,"47,853.70",26.20,"47,827.50",,,,,,,,,,,26.20,,,,,,,,,,,,,,,,,,,,,,,"47,827.50",N,N,N
1006963,110018431320,ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,DECATUR,IL,62522,1363 BEAR RD,MACON,39.822232,-89.043692,562212,"C,HH",Waste,"51,653.70",46.20,"51,607.50",,,,,,,,,,,46.20,,,,,,,,,,,,,,,,,,,,,,,"51,607.50",N,N,N
1005985,110001121553,ADVANCED DISPOSAL ZION LANDFILL,ZION,IL,60099,701 GREEN BAY ROAD,LAKE,42.483242,-87.873878,562212,"C,HH",Waste,"74,118.60",80.10,"74,038.50",,,,,,,,,,,80.10,,,,,,,,,,,,,,,,,,,,,,,"74,038.50",N,N,N
1000627,110000342460,ADVANSIX INC - CHESTERFIELD PLANT,CHESTER,VA,23836,4101 BERMUDA HUNDRED RD,CHESTERFIELD COUNTY,37.33963,-77.2884,325211,C (Abbr),Other,"44,297.47","44,248.30",21.75,27.42,,,,,,,,,,"44,297.47",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000630,110000620221,ADVANSIX INCORPORATED - HOPEWELL,HOPEWELL,VA,23860,905 EAST RANDOLPH ROAD,HOPEWELL CITY,37.3016,-77.2719,325199,"C,G,PP","Chemicals,Suppliers of CO2","1,071,582.20","1,070,764.00",297.00,521.20,,,,,,,,,,"424,333.20",,,,"647,249.00",,,,,,,,,,,,,,,,,,,,N,Y,N
1005310,110012141805,AES - PUERTO RICO COGENERATION PLANT,GUAYAMA,PR,00785,"KM 142, RTE. #3 BO. JOBOS",GUAYAMA,17.9451,-66.1503,221112,C,Power Plants,"3,284,053.38","3,257,223.90","9,818.75","17,010.73",,,,,,,,,,"3,284,053.38",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001444,110000522113,AES Alamitos,LONG BEACH,CA,90803,690 N STUDEBAKER ROAD,Los Angeles,33.7688,-118.1009,221112,D,Power Plants,"540,112.60","539,564.60",250.00,298.00,,,,,,,,,,,"540,112.60",,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001222,110000329083,AES Beaver Valley LLC,MONACA,PA,15061,394 FRANKFORT RD,Beaver,40.6558,-80.3556,221112,D,Power Plants,"1,201,389.79","1,191,567.00","3,592.50","6,230.29",,,,,,,,,,,"1,201,389.79",,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000281,110000462785,"AES Deepwater, Inc.",PASADENA,TX,77506,701 LIGHT COMPANY ROAD,Harris,29.7192,-95.2278,221119,D,Power Plants,"610,810.95","606,111.10","1,719.25","2,980.60",,,,,,,,,,,"610,810.95",,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005972,110027164164,AES HAWAII INC,KAPOLEI,HI,96707,91-086 KAOMI LP,HONOLULU COUNTY,21.301222,-158.107306,221112,C (Abbr),Power Plants,"1,525,932.50","1,514,070.50","4,337.50","7,524.50",,,,,,,,,,"1,525,932.50",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001447,110002921713,AES Huntington Beach,HUNTINGTON BEACH,CA,92646,21730 NEWLAND ST,Orange,33.6436,-117.9788,221112,D,Power Plants,"572,232.33","571,650.90",265.25,316.18,,,,,,,,,,,"572,232.33",,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001450,110014322170,AES Redondo Beach,REDONDO BEACH,CA,90277,1100 N HARBOR DRIVE,Los Angeles,33.8504,-118.395,221112,"C,D",Power Plants,"93,265.70","93,170.90",43.25,51.55,,,,,,,,,,"1,625.24","91,640.46",,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007781,110056955460,"AES SHADY POINT, LLC",PANAMA,OK,74951,3 MILES E. OF JUNCTION 31,LE FLORE,35.1929,-94.6469,221112,"C,PP","Power Plants,Suppliers of CO2","3,466,523.82","3,444,292.30","8,132.25","14,099.27",,,,,,,,,,"3,466,523.82",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001221,110000316015,AES Thames,UNCASVILLE,CT,06382,141 DEPOT ROAD,New London,41.4282,-72.1005,221112,C,Power Plants,"1,456,434.71","1,448,617.60",391.25,"7,425.86",,,,,,,,,,"1,456,434.71",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001223,110000551055,AES Warrior Run,CUMBERLAND,MD,21502,11600 MEXICO FARMS RD SE,Allegany,39.5944,-78.7456,221112,"C,D,PP","Power Plants,Suppliers of CO2","1,426,541.52","1,415,104.90","4,183.00","7,253.62",,,,,,,,,,587.45,"1,425,954.07",,,,,,,,,,,,,,,,,,,,,,,N,N,N
1008008,110001867551,"AES Western Power, LLC",PASADENA,TX,77506,901 LIGHT COMAPNY ROAD,Harris,29.7239,-95.2258,221112,D,Power Plants,0.00,0.00,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003853,110000438884,AFTON CHEMICAL CORP,SAUGET,IL,62201,501 MONSANTO AVE.,SAINT CLAIR,38.6026,-90.16734,324191,C,Petroleum and Natural Gas Systems,"43,235.54","43,190.90",20.50,24.14,,,,,,,,,,"43,235.54",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007551,110007383919,AG Energy,Ogdensburg,NY,13669,21 Entrance Avenue,ST. LAWRENCE COUNTY,44.7258,-75.4417,221112,"C,D",Power Plants,"9,711.90","9,711.90",,,,,,,,,,,,"9,711.90",0.00,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006054,110011273022,AG PROCESSING INC-EAGLE GROVE,EAGLE GROVE,IA,50533,500 NORTH COMMERCIAL AVENUE,WRIGHT COUNTY,42.669167,-93.904444,311222,C (Abbr),Other,"167,119.05","165,850.80",464.25,804.00,,,,,,,,,,"167,119.05",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002291,110000427093,AG PROCESSING INCORPORATED A COOPERATIVE,DAWSON,MN,56232,800 DIAGONAL STREET,LAC QUI PARLE COUNTY,44.93505,-96.05722,311222,C (Abbr),Other,"25,711.40","25,684.50",12.00,14.90,,,,,,,,,,"25,711.40",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007333,110003253121,AGC FLAT GLASS N AMERICA INC,RICHMOND,KY,40475,201 DUNCANNON LANE,MADISON COUNTY,37.70034,-84.26929,327211,N,Minerals,"29,466.30","29,466.30",,,,,,,,,,,,,,,,,,,"29,466.30",,,,,,,,,,,,,,,,,N,N,N
1004631,110000445322,AGC FLAT GLASS NORTH AMERICA SPRING HILL PLANT,SPRING HILL,KS,66083,20400 NORTH WEBSTER STREET,JOHNSON,38.759188,-94.825252,327211,"C,N",Minerals,"100,283.08","100,208.00",34.25,40.83,,,,,,,,,,"72,964.28",,,,,,,"27,318.80",,,,,,,,,,,,,,,,,N,N,N
