fac_id,fac_name,state,latitude,longitude,naics,naics_3digits,sub_sector,sector,fuel_type,co2_emissions_2010,co2_emissions_2011,co2_emissions_2012,co2_emissions_2013,co2_emissions_2014,co2_emissions_2015,co2_emissions_2016,co2_emissions_2017,co2_emissions_2018,co2_emissions_2019,co2_emissions_2020,capture_cost,total_capture_cost,45Q_credit_incentive,eco_opportunity,business_opportunity
1000112,23rd and 3rd,NY,40.66,-74.0,221112,221,Utilities,Power Plants,Natural Gas,82875.9,100489.9,68914.6,102495.1,40681.1,67331.3,66729.4,52645.5,70633.5,44612.9,60751.2,130,7897656.0,3037560.0,4860096.0,Forget it
1007698,3M CO - WAUSAU DOWNTOWN,WI,44.95,-89.64,212313,212,Mining (except oil and gas),Other,Natural Gas,26021.7,28359.5,27673.8,29399.4,26639.6,22903.1,36536.3,42577.1,40385.4,45378.1,46851.2,150,7027680.0,2342560.0,4685120.0,Forget it
1004206,3M COMPANY,AL,34.64,-87.04,325211,325,Chemical manufacturing,"Chemicals,Industrial Gas Suppliers",Natural Gas,50894.3,57210.1,54327.5,54842.0,49952.3,44678.0,44605.6,44688.5,46293.6,44949.3,42016.6,30,1260498.0,2100830.0,-840332.0,Forget it
1006665,3M CORDOVA,IL,41.76,-90.28,325998,325,Chemical manufacturing,"Chemicals,Industrial Gas Suppliers",Petroleum Products,28957.7,29857.8,28254.2,30588.6,32066.3,28764.3,27459.5,27969.9,29758.8,30191.8,28548.5,30,856455.0,1427425.0,-570970.0,Forget it
1004836,3M Cottage Grove Center - Site,MN,44.79,-92.91,325998,325,Chemical manufacturing,"Chemicals,Industrial Gas Suppliers,Minerals",Natural Gas,44423.2,51356.1,35395.4,35131.5,35173.0,30613.9,30443.8,28925.7,31053.7,28598.2,32804.8,30,984144.0000000001,1640240.0000000002,-656096.0000000001,Forget it
1003408,3M INDUSTRIAL MINERAL PRODUCTS DIVISION,AR,34.71,-92.24,212399,212,Mining (except oil and gas),Other,Natural Gas,28163.0,22868.0,21284.3,28049.7,31156.6,24844.6,30614.3,29665.2,25515.3,30593.9,33689.5,150,5053425.0,1684475.0,3368950.0,Forget it
1000766,59th Street,NY,40.77,-73.99,221330,221,Utilities,Power Plants,Natural Gas,270998.8,264797.5,198598.5,206581.9,262368.5,238463.3,232611.4,218623.9,260083.1,224650.0,149813.6,130,19475768.0,7490680.0,11985088.0,Too discuss
1007733,69TH ST WWTP,TX,29.76,-95.3,221320,221,Utilities,Other,Natural Gas,27185.6,25901.5,26794.9,26901.8,27156.3,26368.2,22339.8,22684.4,21811.6,24176.5,21708.2,130,2822066.0,1085410.0,1736656.0,Forget it
1000767,74th Street,NY,40.77,-73.95,221330,221,Utilities,Power Plants,Natural Gas,386312.1,296057.2,147822.8,225567.4,272615.6,254660.5,205456.9,194719.5,270459.4,254098.8,174717.2,130,22713236.0,8735860.0,13977376.0,Too discuss
1007514,ABBVIE LTD.,PR,18.43,-66.57,325412,325,Chemical manufacturing,Chemicals,Natural Gas,116917.8,116231.8,109738.2,105997.0,97999.0,95237.9,85198.4,81829.7,85769.5,86701.3,64300.0,30,1929000.0,3215000.0,-1286000.0,Forget it
1004511,ABC COKE,AL,33.58,-86.78,324199,324,Petroleum and coal products manufacturing,Metals,Natural Gas,208821.0,223686.3,214657.0,199457.7,201371.4,171457.3,161175.4,166246.4,176691.5,176933.5,171264.6,150,25689690.0,8563230.0,17126460.0,Too discuss
1005353,ABERDEEN ENERGY LLC,SD,45.44,-98.79,325193,325,Chemical manufacturing,Other,Natural Gas,155219.2,160756.6,171997.0,182114.3,174567.4,180382.6,189569.0,189569.0,194154.4,193170.4,196750.0,30,5902500.0,9837500.0,-3935000.0,Forget it
1002627,ABSOLUTE ENERGY LLC,IA,43.5,-92.92,325193,325,Chemical manufacturing,"Other,Waste",Natural Gas,166452.1,166620.7,172441.4,180038.2,178708.2,178273.0,174166.7,176697.2,169932.7,140442.0,142197.9,30,4265937.0,7109895.0,-2843958.0,Forget it
1002685,AC 857 A,TX,26.3,-94.9,211120,211,Oil and gas extraction,Petroleum and Natural Gas Systems,Natural Gas,53920.4,121701.6,165153.0,173523.3,201650.4,245766.9,235448.7,204124.8,208979.1,210332.2,190343.9,30,5710317.0,9517195.0,-3806878.0,Forget it
1004761,ACE ETHANOL LLC,WI,44.96,-90.96,325193,325,Chemical manufacturing,"Other,Suppliers of CO2",Natural Gas,71905.5,70018.9,71527.0,72045.0,75066.0,73039.4,73935.6,73330.5,73450.5,75514.1,69229.6,30,2076888.0000000002,3461480.0000000005,-1384592.0000000002,Forget it
1005601,ACME BRICK CO ELGIN PLANT,TX,30.33,-97.29,327120,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,27547.0,22273.0,24699.6,31203.0,29346.2,58555.4,55800.7,26454.2,27744.2,26138.9,26664.9,150,3999735.0,1333245.0,2666490.0,Forget it
1005046,ACME GYPSUM FACILITY,TX,34.32,-99.82,327420,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,28134.0,29373.0,28751.0,28942.0,34694.0,35579.8,39377.9,37751.7,38304.7,39569.6,39731.9,150,5959785.0,1986595.0,3973190.0,Forget it
1002731,ADA COGENERATION,MI,42.96,-85.48,221112,221,Utilities,Power Plants,Natural Gas,110811.9,108051.4,89320.9,100331.2,109070.4,94886.4,93560.0,95152.9,100884.7,81308.2,85742.9,130,11146577.0,4287145.0,6859432.0,Forget it
1003422,ADKINS ENERGY LLC,IL,42.36,-89.8,325193,325,Chemical manufacturing,Other,Natural Gas,67076.7,73201.3,65773.3,67480.0,74667.0,76343.4,79988.0,85354.9,84556.9,91257.8,86116.3,30,2583489.0,4305815.0,-1722326.0,Forget it
1000627,ADVANSIX INC - CHESTERFIELD PLANT,VA,37.34,-77.29,325211,325,Chemical manufacturing,Other,Natural Gas,44248.3,39980.0,40820.6,45271.9,45966.9,49363.7,58648.8,58494.1,54779.0,60273.2,57689.8,30,1730694.0,2884490.0,-1153796.0,Forget it
1000630,ADVANSIX INCORPORATED - HOPEWELL,VA,37.18,-77.16,325199,325,Chemical manufacturing,"Chemicals,Suppliers of CO2",Natural Gas,1070764.0,999002.6,1150682.0,1114892.8,1054351.6,973824.7,958046.6,1040131.5,995293.0,1240822.2,1180950.8,30,35428524.0,59047540.0,-23619016.0,Too early
1001444,AES Alamitos,CA,33.77,-118.1,221112,221,Utilities,Power Plants,Natural Gas,539564.6,693220.5,948291.0,894264.6,840157.5,684236.2,599349.5,591335.9,685958.2,531358.5,823063.2,130,106998216.0,41153160.0,65845056.0,To target
1005972,AES HAWAII INC,HI,21.3,-158.11,221112,221,Utilities,Power Plants,Coal,1514070.5,1670902.4,1812718.8,1676154.3,1755281.7,1632362.0,1918046.5,1462442.6,1276913.1,1298421.9,1176424.6,65,76467599.0,58821230.00000001,17646368.999999993,To target
1001447,AES Huntington Beach,CA,33.64,-117.98,221112,221,Utilities,Power Plants,Natural Gas,571650.9,660976.1,692717.3,497926.5,529494.5,431794.0,298115.2,256287.2,201456.6,255728.1,516239.5,130,67111135.0,25811975.0,41299160.0,To target
1001223,AES Warrior Run,MD,39.59,-78.75,221112,221,Utilities,"Power Plants,Suppliers of CO2",Coal,1415104.9,1475438.9,1396775.5,1474202.0,1360101.7,1314209.9,1082358.6,1223740.0,1203057.9,1216360.7,1108429.9,65,72047943.5,55421494.99999999,16626448.500000007,To target
1003853,AFTON CHEMICAL CORP,IL,38.6,-90.17,324191,324,Petroleum and coal products manufacturing,Petroleum and Natural Gas Systems,Natural Gas,43190.9,44391.0,41431.0,45556.0,50418.7,49410.3,48591.0,49595.1,50102.0,51150.6,49992.1,150,7498815.0,2499605.0,4999210.0,Forget it
1007551,AG Energy,NY,44.73,-75.44,221112,221,Utilities,Power Plants,Natural Gas,9711.9,10524.6,9060.4,9405.0,9313.7,9444.6,8408.6,8095.9,8587.3,8444.2,7322.0,130,951860.0,366100.0,585760.0,Forget it
1007333,AGC FLAT GLASS N AMERICA INC,KY,37.7,-84.27,327211,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,29466.3,101681.4,131896.0,90662.0,68983.0,130810.0,169114.0,187202.0,80102.0,94797.0,77543.0,150,11631450.0,3877150.0,7754300.0,Forget it
1004631,AGC FLAT GLASS NORTH AMERICA SPRING HILL PLANT,KS,38.76,-94.83,327211,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,100208.0,95815.9,96760.4,100214.0,98804.1,100645.1,106649.8,107360.6,105715.1,103822.3,101825.3,150,15273795.0,5091265.0,10182530.0,Too discuss
1005824,AGC-GREENLAND FLATGLASS PLANT,TN,36.5,-82.78,327211,327,Nonmetallic mineral product manufacturing,Minerals,Petroleum Products,94281.1,93378.5,111106.1,102883.1,126796.6,129618.9,130114.0,132919.6,119065.0,130862.7,117882.6,150,17682390.0,5894130.0,11788260.0,Too discuss
1005284,AGRI ENERGY LLC,MN,43.65,-96.22,325199,325,Chemical manufacturing,"Chemicals,Waste",Natural Gas,39637.4,38970.0,19959.2,8272.0,29126.8,320.9,35025.1,39561.6,37506.6,27084.0,5555.1,30,166653.0,277755.0,-111102.0,Forget it
1002380,AGRIUM US BORGER NITROGEN OPERATIONS,TX,35.64,-101.42,325311,325,Chemical manufacturing,"Chemicals,Suppliers of CO2",Natural Gas,841593.0,959974.8,986476.0,887648.2,921283.4,828581.9,746665.7,852058.0,1232107.5,901885.3,955161.8,30,28654854.0,47758090.0,-19103236.0,Too early
1004236,AGRIUM US INC - KFO,WA,46.17,-119.02,325311,325,Chemical manufacturing,Chemicals,Natural Gas,6712.0,6196.5,7758.5,7671.0,8221.0,10730.6,9490.7,10992.4,11207.1,11197.7,10847.0,30,325410.0,542350.0,-216940.0,Forget it
1003730,AIR LIQUIDE - FREEPORT HYCO PLANT,TX,28.98,-95.38,325120,325,Chemical manufacturing,Chemicals,Natural Gas,66880.5,0.0,0.0,15116.6,17649.8,172181.0,186618.4,187345.7,257.3,204163.1,203358.2,30,6100746.0,10167910.0,-4067164.0,Forget it
1003780,AIR LIQUIDE - PORT NECHES ASU COGENERATION PLANT,TX,29.98,-93.95,325120,325,Chemical manufacturing,Chemicals,Natural Gas,191213.3,207973.5,206246.1,205979.1,186150.6,211815.6,212125.3,195009.9,169315.7,224521.8,4212.8,30,126384.0,210640.0,-84256.0,Forget it
1006115,AIR LIQUIDE AMERICA CORP.,LA,30.21,-90.99,325120,325,Chemical manufacturing,Chemicals,Natural Gas,422093.3,362579.3,458624.0,470703.4,214644.3,458608.2,434296.2,324881.1,376343.6,336788.0,348908.8,30,10467264.0,17445440.0,-6978176.0,Forget it
1003591,AIR LIQUIDE GEISMAR UTILITY SERVICES,LA,30.21,-90.99,221330,221,Utilities,Power Plants,Natural Gas,73697.9,114056.2,96964.0,101672.0,200265.4,136823.6,132102.6,243.0,157716.9,156075.4,113518.0,130,14757340.0,5675900.0,9081440.0,Forget it
1003009,AIR PRODUCTS & CHEMICALS INC - INDUSTRIAL GAS PRODUCTION FACILITY,LA,30.03,-89.9,325120,325,Chemical manufacturing,Chemicals,Natural Gas,313426.0,300507.0,227748.0,220227.0,201202.9,225713.1,252123.9,288390.5,239560.0,237130.6,199762.0,30,5992860.0,9988100.0,-3995240.0,Forget it
1003129,AKER PLANT,TX,31.91,-96.23,211130,211,Oil and gas extraction,"Petroleum and Natural Gas Systems,Suppliers of CO2",Natural Gas,44451.3,66450.8,62970.7,71177.7,51562.0,39176.2,23027.8,37339.3,37601.5,34360.1,36497.0,30,1094910.0,1824850.0,-729940.0,Forget it
1002430,AIR PRODUCTS BAYTOWN PLANT,TX,29.76,-95.02,325120,325,Chemical manufacturing,Chemicals,Natural Gas,521699.4,470253.0,499834.0,474216.0,273933.5,342267.8,356435.4,360768.8,166769.7,105110.6,109158.5,30,3274755.0,5457925.0,-2183170.0,Forget it
1000274,AK Steel Corporation - Middletown,OH,39.5,-84.39,331110,331,Primary metal manufacturing,Metals,Other,4491777.1,4519321.5,4595370.1,4157766.4,5263689.6,4482940.3,4567453.6,4415217.9,4417012.8,4375111.8,4067706.5,150,610155975.0,203385325.0,406770650.0,To target
1005149,AL CORN CLEAN FUEL,MN,44.05,-93.02,325193,325,Chemical manufacturing,Other,Natural Gas,77230.7,75983.2,74808.9,78189.0,74909.0,71037.2,78035.1,76966.2,139328.5,165286.6,161877.7,30,4856331.0,8093885.000000001,-3237554.000000001,Forget it
1003402,ALBEMARLE CORPORATION HOUSTON PLANT,TX,29.74,-95.17,325199,325,Chemical manufacturing,Chemicals,Natural Gas,85029.0,83783.0,75314.0,53554.0,81631.4,69147.9,47953.4,45105.1,52722.9,45540.2,46632.7,30,1398981.0,2331635.0,-932654.0,Forget it
1004307,ALBEMARLE CORPORATION-SOUTH PLANT,AR,33.18,-93.22,325180,325,Chemical manufacturing,Chemicals,Natural Gas,83520.0,90019.8,73609.5,77039.4,84587.1,79650.3,77971.2,80084.1,64419.7,75541.1,80691.2,30,2420736.0,4034560.0,-1613824.0,Forget it
1001877,ALCOA INC - WARRICK OPERATIONS,IN,37.92,-87.33,331313,331,Primary metal manufacturing,"Metals,Power Plants",Coal,6603280.7,6709118.9,6398862.3,6486272.3,6561779.7,6628664.2,4383381.4,3425242.5,5231861.9,5085427.2,5797179.8,150,869576970.0,289858990.0,579717980.0,To target
1003562,ALCOA INTALCO WORKS,WA,48.85,-122.71,331313,331,Primary metal manufacturing,"Metals,Waste",Natural Gas,345188.0,392340.0,412832.0,428538.8,431402.9,418042.3,376842.5,354712.2,340165.5,367255.2,166632.6,150,24994890.0,8331630.0,16663260.0,Too discuss
1003201,ALCOA WORLD ALUMINA ATLANTIC,TX,28.65,-96.56,331313,331,Primary metal manufacturing,"Metals,Waste",Natural Gas,757711.8,804851.9,823721.2,902540.1,916077.4,941511.6,172937.9,661.1,2381.9,341.9,86.9,150,13035.0,4345.0,8690.0,Forget it
1005887,ALLIANCE COMPRESSOR STATION,TX,33.03,-97.35,211130,211,Oil and gas extraction,Petroleum and Natural Gas Systems,Natural Gas,31624.0,80929.5,72434.7,110499.3,129622.4,60161.0,57215.9,57965.1,60559.7,56175.6,40811.3,30,1224339.0,2040565.0000000002,-816226.0000000002,Forget it
1006045,ALERIS ROLLED PRODUCTS INC,KY,37.95,-86.85,331314,331,Primary metal manufacturing,Metals,Natural Gas,174479.0,164317.4,165157.5,165072.1,172533.9,178180.4,172017.9,154456.4,187624.6,179583.9,156355.1,150,23453265.0,7817755.0,15635510.0,Too discuss
1004327,ALMATIS INC - BAUXITE ARKANSAS,AR,34.58,-92.53,331313,331,Primary metal manufacturing,Metals,Natural Gas,5404.7,289.3,26180.3,49.9,54503.6,53900.8,22779.1,60842.8,66227.9,63326.2,48249.1,150,7237365.0,2412455.0,4824910.0,Forget it
1007622,ALON REFINING KROTZ SPRINGS INC,LA,30.53,-91.75,324110,324,Petroleum and coal products manufacturing,"Petroleum Product Suppliers,Refineries",Other,257844.7,454821.3,528167.1,525001.8,530822.6,441265.4,511321.5,546140.2,546714.7,566550.6,351486.4,150,52722960.0,17574320.0,35148640.0,Too discuss
1007401,"ALTIVIA Petrochemicals, LLC - HAVERHILL COMPLEX",OH,38.59,-82.82,325194,325,Chemical manufacturing,Chemicals,Natural Gas,32606.9,39926.3,28221.8,36404.0,35007.3,17873.9,8079.6,24300.5,45350.9,60804.7,48265.1,30,1447953.0,2413255.0,-965302.0,Forget it
1007263,ALTO COLUMBIA LLC,OR,45.86,-119.66,325193,325,Chemical manufacturing,"Other,Suppliers of CO2",Natural Gas,38034.0,36573.1,35748.5,35655.0,38505.1,37700.2,39551.3,37188.2,36696.0,39173.3,35483.9,30,1064517.0,1774195.0,-709678.0,Forget it
1007264,ALTO MAGIC VALLEY LLC,ID,42.52,-113.82,325193,325,Chemical manufacturing,Other,Natural Gas,49881.8,63435.8,54739.4,63338.6,66522.4,67338.9,66483.0,64220.7,61650.5,64701.6,15607.2,30,468216.0,780360.0,-312144.0,Forget it
1003268,ALTON STEEL COMPANY,IL,38.88,-90.15,331110,331,Primary metal manufacturing,Metals,Natural Gas,48719.9,65307.0,64506.2,57674.8,59355.4,41435.5,32016.5,33913.5,33532.2,34842.4,30354.3,150,4553145.0,1517715.0,3035430.0,Forget it
1005491,"AM/NS Calvert, LLC",AL,30.8,-88.1,331110,331,Primary metal manufacturing,Metals,Natural Gas,35638.0,244317.4,285772.0,341296.0,440834.3,446775.7,487621.7,519456.7,519342.9,523771.1,466821.8,150,70023270.0,23341090.0,46682180.0,Too discuss
1004732,AMERICAN ACRYL PASADENA,TX,29.62,-95.07,325199,325,Chemical manufacturing,Chemicals,Natural Gas,27403.5,40058.0,62186.8,83171.1,78306.9,75929.0,75073.2,77271.3,79727.8,71913.5,83114.7,30,2493441.0,4155735.0,-1662294.0,Forget it
1005327,AMERICAN CAST IRON PIPE CO,AL,33.55,-86.83,331511,331,Primary metal manufacturing,Metals,Coal,139720.8,125819.2,115326.3,130470.8,136418.4,155245.8,148026.6,153918.2,169422.2,151793.6,147158.4,150,22073760.0,7357920.0,14715840.0,Too discuss
1008041,AMERICAN COLLOID,WY,44.87,-104.15,212325,212,Mining (except oil and gas),Other,Coal,92931.0,96590.0,70144.1,72685.2,109051.3,105085.7,72098.5,76701.3,81605.2,70433.4,52691.7,150,7903755.0,2634585.0,5269170.0,Forget it
1000007,AMERICAN GYPSUM - BERNALILLO (WALLBOARD) PLANT,NM,35.33,-106.53,327420,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,284.0,0.0,0.0,0.0,0.0,0.0,0.0,4141.3,10848.4,13117.7,14069.7,150,2110455.0,703485.0,1406970.0,Forget it
1005175,AMERICAN GYPSUM CO /GYPSUM WALLBOARD PLT,OK,34.66,-99.59,327420,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,66166.4,58781.7,55875.3,67557.3,75786.7,78275.8,88391.2,93033.7,82641.2,87465.7,94764.6,150,14214690.0,4738230.0,9476460.0,Forget it
1007404,AMERICAN GYPSUM COMPANY,CO,39.66,-106.96,327420,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,40155.0,36759.0,46733.0,50267.0,55261.0,55589.8,57660.1,62627.1,59424.0,62714.2,65128.1,150,9769215.0,3256405.0,6512810.0,Forget it
1004845,AMERICAN GYPSUM COMPANY,NM,35.17,-106.59,327420,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,33106.0,34078.2,35245.0,38051.1,39204.8,39475.6,39357.2,41063.0,40650.7,36831.2,40850.8,150,6127620.0,2042540.0000000002,4085080.0,Forget it
1005590,AMERICAN REFINING GROUP INC,PA,41.97,-78.63,324110,324,Petroleum and coal products manufacturing,"Petroleum Product Suppliers,Refineries",Petroleum Products,162773.8,167505.5,166728.9,162648.1,156796.0,145319.5,133633.0,114776.7,130301.4,125391.8,114521.0,150,17178150.0,5726050.0,11452100.0,Too discuss
1001962,AMERICAS STYRENICS LLC - ST JAMES PLANT,LA,30.08,-90.92,325110,325,Chemical manufacturing,Chemicals,Other,673137.2,622599.9,702578.9,710472.7,617119.7,665109.3,683167.5,621771.7,719536.6,707423.7,668483.3,30,20054499.0,33424165.000000004,-13369666.000000004,Too early
1005072,"AMGEN MANUFACTURING, LIMITED",PR,18.24,-65.9,325412,325,Chemical manufacturing,Chemicals,Petroleum Products,27287.0,28812.4,27254.4,28179.0,28897.9,31422.7,28071.3,28052.4,24979.6,35870.0,49446.9,30,1483407.0,2472345.0,-988938.0,Forget it
1006810,ANCHOR ACQUISITION LLC MONACA PLT,PA,40.69,-80.28,327212,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,41809.8,42397.9,39088.4,43873.8,41450.8,46054.6,45360.5,40954.5,45327.5,38809.9,39845.4,150,5976810.0,1992270.0,3984540.0,Forget it
1004508,ANCHOR HOCKING GLASS CO PLANT NO 1 *,OH,39.72,-82.62,327212,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,143399.9,133843.9,136746.1,139950.0,87724.3,106107.8,91352.5,64893.2,55249.9,55710.0,61386.1,150,9207915.0,3069305.0,6138610.0,Forget it
1002263,ANGUS CHEMICAL CO,LA,32.69,-92.08,325199,325,Chemical manufacturing,Chemicals,Natural Gas,79316.2,73067.5,78922.1,77902.0,83999.8,91199.8,89276.6,92626.6,88925.7,88388.6,88828.9,30,2664867.0,4441445.0,-1776578.0,Forget it
1005490,ANIMAS POWER PLANT,NM,36.72,-108.19,221112,221,Utilities,Power Plants,Natural Gas,78894.6,77775.3,54121.1,75151.7,70567.5,28403.2,15431.6,9905.3,22736.1,1760.8,1233.6,130,160368.0,61679.99999999999,98688.0,Forget it
1004802,ANSHUTZ RANCH EAST GAS PLANT,WY,41.07,-111.04,211130,211,Oil and gas extraction,Petroleum and Natural Gas Systems,Natural Gas,17506.0,23561.6,11999.7,13571.1,12573.7,15615.7,16525.6,17258.0,17319.8,23203.0,3088.3,30,92649.0,154415.0,-61766.0,Forget it
1001908,APACHE NITROGEN PRODUCTS - PLANT,AZ,31.88,-110.24,325311,325,Chemical manufacturing,Chemicals,Natural Gas,19995.1,22876.6,25337.0,22998.0,24787.9,26245.7,19282.2,1000.2,18830.2,12398.1,31225.2,30,936756.0,1561260.0,-624504.0,Forget it
1000793,"APG Polytech, LLC",WV,38.66,-82.17,325211,325,Chemical manufacturing,Other,Natural Gas,43964.0,44351.0,45707.0,41023.0,46109.2,44905.6,46431.3,35466.2,20298.7,41750.1,44989.0,30,1349670.0,2249450.0,-899780.0,Forget it
1001423,APS Saguaro Power Plant,AZ,32.55,-111.3,221112,221,Utilities,Power Plants,Natural Gas,6342.3,7057.8,13579.3,15146.2,9888.9,14896.2,14438.5,39028.8,80570.2,93290.1,81027.0,130,10533510.0,4051350.0,6482160.0,Forget it
1001422,APS West Phoenix Power Plant,AZ,33.44,-112.16,221112,221,Utilities,Power Plants,Natural Gas,779002.0,778522.6,985290.7,784136.7,747524.4,853302.7,1199418.7,1277155.9,1390520.4,1417727.7,1657429.9,130,215465887.0,82871495.0,132594392.0,To target
1005906,AR GLASS CONTAINER CORP,AR,35.85,-90.71,327213,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,34911.6,38270.8,40023.6,6638.5,35564.2,15709.0,16384.6,31428.4,33053.7,34622.2,36349.4,150,5452410.0,1817470.0,3634940.0,Forget it
1005385,ARCELORMITTAL TUBULAR PRODUCTS USA LLC,OH,40.88,-82.67,331210,331,Primary metal manufacturing,Metals,Natural Gas,62289.7,64316.1,64215.0,63773.8,63773.8,58877.8,59070.8,63866.6,65686.3,61787.9,57795.9,150,8669385.0,2889795.0,5779590.0,Forget it
1007937,ARCONIC DAVENPORT LLC,IA,41.53,-90.47,331315,331,Primary metal manufacturing,Metals,Natural Gas,171535.6,192514.6,201853.3,219623.2,259879.9,260103.5,252901.2,258478.7,269629.9,266705.4,233153.9,150,34973085.0,11657695.0,23315390.0,Too discuss
1004649,ARCONIC LAFAYETTE LLC,IN,40.4,-86.87,331314,331,Primary metal manufacturing,Metals,Natural Gas,48411.8,48612.6,49362.6,52383.8,50166.8,55927.9,57678.6,57479.8,58342.2,60108.6,47765.9,150,7164885.0,2388295.0,4776590.0,Forget it
1002795,ARCONIC TENNESSEE OPERATIONS,TN,35.81,-83.97,331315,331,Primary metal manufacturing,Metals,Natural Gas,200267.3,191408.0,193472.0,196881.0,187084.3,208357.0,226342.7,216748.9,220338.3,184650.4,158096.8,150,23714520.0,7904839.999999999,15809680.0,Too discuss
1006659,ARGOS CEMENT LLC. - ROBERTA PLANT,AL,33.1,-86.8,327310,327,Nonmetallic mineral product manufacturing,Minerals,Petroleum Products,656185.0,786029.0,691876.2,835412.4,701969.3,820123.1,638974.5,632557.1,915679.0,979016.9,923820.3,150,138573045.0,46191015.0,92382030.0,To target
1007566,ARGOS USA -Martinsburg,WV,39.43,-77.98,327310,327,Nonmetallic mineral product manufacturing,Minerals,Petroleum Products,666618.3,654433.3,718095.2,887719.4,985055.9,968399.5,922433.8,834065.1,876545.1,1024150.0,864252.2,150,129637830.0,43212610.0,86425220.0,To target
1002442,ARIZONA CHEMICAL COMPANY,FL,30.14,-85.62,325211,325,Chemical manufacturing,Other,Natural Gas,71534.6,71171.0,70272.0,73504.0,75971.3,72802.5,70674.5,68270.2,61704.4,63519.2,61284.0,30,1838520.0,3064200.0,-1225680.0,Forget it
1006203,ARKALON ETHANOL LLC,KS,37.11,-100.8,325193,325,Chemical manufacturing,"Other,Suppliers of CO2",Natural Gas,113757.4,111254.3,110977.6,127828.0,123899.4,116728.7,116139.0,104124.4,108819.4,106824.2,101065.8,30,3031974.0,5053290.0,-2021316.0,Forget it
1002209,ARKANSAS LIME COMPANY,AR,35.79,-91.74,327410,327,Nonmetallic mineral product manufacturing,Minerals,Coal,489567.1,474230.0,434627.8,409424.5,502035.7,407269.0,419744.9,422547.8,486753.1,512749.4,416134.1,150,62420115.0,20806705.0,41613410.0,Too discuss
1005801,ARKANSAS STEEL ASSOCIATES,AR,35.65,-91.24,331221,331,Primary metal manufacturing,Metals,Natural Gas,48216.6,53151.9,52638.6,64536.0,84205.2,56012.9,40978.9,84251.7,72064.0,58552.2,65031.4,150,9754710.0,3251570.0,6503140.0,Forget it
1006644,ARKEMA BEAUMONT PLANT,TX,30.06,-94.06,325199,325,Chemical manufacturing,Chemicals,Natural Gas,79315.0,90409.0,53061.8,66490.0,62887.7,54950.5,50337.4,51651.5,51767.2,55855.0,64813.2,30,1944396.0,3240660.0,-1296264.0,Forget it
1006797,ARKEMA INC CLEAR LAKE,TX,29.63,-95.06,325110,325,Chemical manufacturing,Chemicals,Natural Gas,54048.4,59556.4,56169.1,62736.2,60297.0,58621.7,55568.5,56819.3,80035.1,82123.4,84793.2,30,2543796.0,4239660.0,-1695864.0,Forget it
1005721,"ARKEMA, INC.",KY,37.06,-88.37,325120,325,Chemical manufacturing,"Chemicals,Industrial Gas Suppliers",Natural Gas,73577.5,69901.6,67123.1,66340.4,70212.7,68680.6,70590.4,71403.8,74686.8,67156.0,67870.3,30,2036109.0,3393515.0,-1357406.0,Forget it
1006785,ARMSTRONG CEMENT & SUPPLY,PA,40.79,-79.7,327310,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,184060.5,125813.2,158881.7,154325.1,134257.9,150074.1,197681.4,180963.9,161111.2,191482.6,183120.2,150,27468030.0,9156010.0,18312020.0,Too discuss
1002515,ARTESIA GAS PLANT,NM,32.76,-104.21,211130,211,Oil and gas extraction,"Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",Natural Gas,60651.66,102939.57,104093.37,102338.73,90821.84,104091.5,90022.2,78112.3,82073.0,85673.5,94177.7,30,2825331.0,4708885.0,-1883554.0,Forget it
1002494,ASARCO LLC AMARILLO COPPER REFINERY,TX,35.28,-101.73,331410,331,Primary metal manufacturing,Metals,Natural Gas,61969.0,65501.0,59803.0,60921.0,59616.2,59803.1,58870.8,55063.0,54541.7,49654.8,17080.2,150,2562030.0,854010.0,1708020.0,Forget it
1002486,ASARCO LLC Hayden Operations,AZ,33.0,-110.78,331410,331,Primary metal manufacturing,Metals,Natural Gas,66001.5,59686.5,59307.1,52320.1,55363.9,49768.2,52617.2,45268.4,48551.6,42355.7,303.7,150,45555.0,15185.0,30370.0,Forget it
1002190,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU FACILITY,TX,29.26,-95.21,325199,325,Chemical manufacturing,Chemicals,Natural Gas,602809.0,624109.1,603098.1,594719.2,592975.9,592745.7,585925.8,572818.0,661363.3,632387.7,598211.2,30,17946336.0,29910559.999999996,-11964223.999999996,Too early
